Temperature,Humidity,Minute_Of_Day,LED_Energy_Wh,LED_On
20.033333333333296,45.5,730,0,0
20.1,45.69333333333329,740,0,0
20.1,45.4,750,0,0
20.1,45.3266666666667,760,0,0
20.1,45.3266666666667,770,0,0
20.1666666666667,46.9933333333333,780,0,0
20.1,46.43,790,0,0
20.1,46.03,800,0,0
20.066666666666695,45.363333333333294,810,0,0
20.0,44.963333333333296,820,0,0
20.0,44.76,830,0,0
20.0,44.595,840,0,0
20.0,44.433333333333294,850,0,0
20.0,44.26,860,0,0
20.0,44.2,870,0,0
20.0,44.06,880,0,0
20.0,44.06,890,0,0
20.0,44.09,900,0,0
20.0,44.03,910,0,0
19.963333333333296,43.9,920,0,0
19.963333333333296,43.9,930,0,0
20.0,43.863333333333294,940,0,0
20.066666666666695,43.863333333333294,950,0,0
20.1,43.79,960,0,0
20.1,43.73,970,0,0
20.1,43.56,980,0,0
20.1,43.433333333333294,990,0,0
20.1,43.1633333333333,1000,0,0
20.1,43.03,1010,0,0
20.066666666666695,42.83333333333329,1020,0,0
20.0,42.6725,1030,10,1
20.0,42.53,1040,20,1
20.033333333333296,43.4966666666667,1050,20,1
20.033333333333296,42.963333333333296,1060,40,1
20.0,43.16,1070,30,1
20.0,43.9,1080,40,1
20.0,43.7,1090,30,1
20.0,43.76,1100,20,1
20.033333333333296,44.0,1110,10,1
20.1,44.26,1120,0,0
20.1,44.2,1130,0,0
20.1,44.1266666666667,1140,0,0
20.1,44.06,1150,0,0
20.1,44.0,1160,0,0
20.1,43.9,1170,0,0
20.1,43.8266666666667,1180,0,0
20.033333333333296,43.73,1190,0,0
20.1,43.73,1200,0,0
20.066666666666695,43.49,1210,0,0
20.0,43.29,1220,0,0
20.0,43.145,1230,0,0
20.0,43.06,1240,0,0
19.9266666666667,43.0,1250,0,0
19.89,42.863333333333294,1260,0,0
19.89,42.79,1270,0,0
19.89,42.7,1280,0,0
19.823333333333295,42.6266666666667,1290,0,0
19.79,42.59,1300,20,1
19.79,42.723333333333294,1310,10,1
19.76,42.76,1320,0,0
19.7,42.7,1330,10,1
19.7,42.7,1340,0,0
19.6333333333333,42.6266666666667,1350,0,0
19.6666666666667,43.0,1360,0,0
19.6,43.0,1370,0,0
19.6,43.0,1380,0,0
19.533333333333296,43.0,1390,0,0
19.5,43.09,1400,0,0
19.5,43.09,1410,0,0
19.5,43.145,1420,0,0
19.5,43.2,1430,0,0
19.4266666666667,43.2,0,0,0
19.39,43.2,10,0,0
19.39,43.26,20,0,0
19.39,43.29,30,0,0
19.39,43.363333333333294,40,0,0
19.39,43.4,50,0,0
19.323333333333295,43.4666666666667,60,0,0
19.29,43.5,70,0,0
19.29,43.56,80,0,0
19.29,43.59,90,0,0
19.29,43.59,100,0,0
19.29,43.7,110,0,0
19.29,43.76,120,0,0
19.2,43.7,130,0,0
19.2,43.76,140,0,0
19.2,43.79,150,0,0
19.2,43.863333333333294,160,0,0
19.2,43.9,170,0,0
19.1,43.933333333333294,180,0,0
19.1,44.0,190,0,0
19.1,44.0,200,0,0
19.1,44.0,210,0,0
19.1,44.09,220,0,0
19.1,44.09,230,0,0
19.033333333333296,44.03,240,0,0
19.033333333333296,44.09,250,0,0
19.0,44.09,260,0,0
19.0,44.09,270,0,0
19.0,44.09,280,0,0
19.0,44.1633333333333,290,0,0
18.963333333333296,44.2,300,0,0
18.89,44.2,310,0,0
18.89,44.2,320,0,0
18.89,44.2,330,0,0
18.89,44.23,340,0,0
18.89,44.29,350,0,0
18.89,44.29,360,0,0
18.865,44.365,370,0,0
18.79,44.723333333333294,380,10,1
18.89,45.03,390,10,1
18.89,45.09,400,10,1
18.89,45.0,410,0,0
18.89,45.0,420,10,1
18.79,44.6333333333333,430,10,1
18.79,44.5,440,0,0
18.79,44.59,450,0,0
18.79,44.53,460,0,0
18.79,44.363333333333294,470,0,0
18.79,44.23,480,0,0
18.79,44.06,490,0,0
18.79,43.933333333333294,500,20,1
18.79,43.9,510,30,1
18.79,43.9,520,20,1
18.79,44.0,530,30,1
18.8566666666667,44.06,540,20,1
18.89,44.23,550,30,1
18.9975,44.3975,560,30,1
19.1,44.5,570,30,1
19.1333333333333,44.5,580,20,1
19.2,44.36,590,30,1
19.2,44.06,600,20,1
19.2,44.06,610,20,1
19.2,44.09,620,20,1
19.2,44.1633333333333,630,20,1
19.23,44.39,640,0,0
19.29,44.7966666666667,650,10,1
19.29,45.1633333333333,660,10,1
19.23,45.03,670,10,1
19.29,45.7333333333333,680,10,1
19.29,45.1266666666667,690,10,1
19.2,44.83333333333329,700,10,1
19.2,44.7,710,0,0
19.2,44.9,720,0,0
19.2,44.69333333333329,730,0,0
19.2,43.6,740,0,0
19.2,43.12,750,0,0
19.1333333333333,42.7666666666667,760,0,0
19.1666666666667,42.4666666666667,770,0,0
19.1,42.2666666666667,780,0,0
19.1,42.09,790,0,0
19.1,41.963333333333296,800,0,0
19.066666666666695,41.76,810,0,0
19.0,41.6266666666667,820,0,0
19.0,41.56,830,0,0
19.0,41.433333333333294,840,0,0
19.0,41.29,850,0,0
19.0,41.29,860,0,0
19.0,41.2,870,0,0
19.0,41.1266666666667,880,0,0
19.033333333333296,41.1266666666667,890,0,0
19.1,41.1266666666667,900,0,0
19.1333333333333,41.0,910,0,0
19.2,40.933333333333294,920,0,0
19.2,40.76,930,0,0
19.2675,40.745,940,0,0
19.29,40.5666666666667,950,0,0
19.39,40.53,960,0,0
19.39,40.59,970,0,0
19.39,40.6266666666667,980,0,0
19.39,40.7,990,0,0
19.323333333333295,40.73,1000,0,0
19.39,40.863333333333294,1010,0,0
19.3566666666667,40.79,1020,0,0
19.29,40.73,1030,10,1
19.29,40.6633333333333,1040,0,0
19.29,40.6633333333333,1050,0,0
19.29,40.79,1060,10,1
19.29,40.73,1070,0,0
19.29,40.79,1080,10,1
19.29,40.73,1090,0,0
19.26,40.7,1100,10,1
19.26,40.76,1110,10,1
19.29,40.9,1120,10,1
19.29,40.8266666666667,1130,10,1
19.29,41.15,1140,0,0
19.323333333333295,42.1566666666667,1150,10,1
19.39,42.09666666666671,1160,20,1
19.39,41.73,1170,20,1
19.39,41.6566666666667,1180,20,1
19.39,41.59,1190,30,1
19.463333333333296,41.59,1200,20,1
19.5,41.6,1210,20,1
19.5,41.3266666666667,1220,20,1
19.533333333333296,41.29,1230,20,1
19.6,41.43,1240,20,1
19.6,41.5,1250,20,1
19.6,41.56,1260,20,1
19.6,41.59,1270,10,1
19.6,41.53,1280,0,0
19.6,41.5,1290,0,0
19.6,41.69333333333329,1300,0,0
19.6,42.0,1310,0,0
19.6,42.0,1320,0,0
19.6,42.145,1330,0,0
19.6,42.2,1340,10,1
19.6,42.0666666666667,1350,0,0
19.5,42.0,1360,0,0
19.5,42.1333333333333,1370,0,0
19.5,42.2,1380,0,0
19.4266666666667,42.1266666666667,1390,0,0
19.39,42.09,1400,0,0
19.39,42.09,1410,0,0
19.3566666666667,42.09,1420,0,0
19.29,42.09,1430,0,0
19.29,42.09,0,0,0
19.29,42.09,10,0,0
19.2,42.06,20,0,0
19.2,42.06,30,0,0
19.2,42.09,40,0,0
19.1333333333333,42.09,50,0,0
19.1,42.09,60,0,0
19.1,42.09,70,0,0
19.1,42.09,80,0,0
19.0,42.0,90,0,0
19.0,42.06,100,0,0
19.0,42.09,110,0,0
19.0,42.09,120,0,0
18.963333333333296,42.09,130,0,0
18.89,42.1633333333333,140,0,0
18.89,42.2,150,0,0
18.89,42.2,160,0,0
18.79,42.1266666666667,170,0,0
18.79,42.2,180,0,0
18.79,42.2,190,0,0
18.79,42.2,200,0,0
18.76,42.23,210,0,0
18.7,42.29,220,0,0
18.7,42.29,230,0,0
18.7,42.29,240,0,0
18.7,42.29,250,0,0
18.7,42.29,260,0,0
18.6666666666667,42.29,270,0,0
18.6,42.29,280,0,0
18.6,42.29,290,0,0
18.6,42.3266666666667,300,0,0
18.6,42.4,310,0,0
18.6,42.4,320,0,0
18.533333333333296,42.4,330,0,0
18.5,42.433333333333294,340,0,0
18.5,42.5,350,0,0
18.5,42.5,360,0,0
18.5,42.5,370,0,0
18.463333333333296,42.56,380,0,0
18.39,42.5,390,0,0
18.39,42.53,400,0,0
18.39,42.59,410,10,1
18.39,42.59,420,10,1
18.39,42.863333333333294,430,20,1
18.39,43.36,440,10,1
18.39,43.9666666666667,450,10,1
18.39,44.09,460,0,0
18.39,44.0225,470,0,0
18.39,43.933333333333294,480,0,0
18.39,43.76,490,10,1
18.39,43.7,500,0,0
18.39,43.59,510,10,1
18.39,43.53,520,0,0
18.39,43.363333333333294,530,10,1
18.39,43.29,540,0,0
18.4266666666667,43.3266666666667,550,20,1
18.5,43.4,560,10,1
18.533333333333296,43.4,570,20,1
18.533333333333296,43.2666666666667,580,20,1
18.6,43.29,590,30,1
18.6666666666667,43.49,600,20,1
18.7,43.6333333333333,610,20,1
18.7,43.433333333333294,620,10,1
18.79,43.7666666666667,630,10,1
18.79,43.69333333333329,640,10,1
18.823333333333295,43.26,650,10,1
18.9175,43.05,660,10,1
19.0,42.933333333333294,670,20,1
19.1,42.863333333333294,680,10,1
19.1666666666667,43.53,690,10,1
19.36,44.5666666666667,700,10,1
19.566666666666695,44.5,710,10,1
19.73,45.1233333333333,720,10,1
19.996666666666705,45.73,730,0,0
20.1,45.05666666666671,740,0,0
20.1666666666667,44.463333333333296,750,0,0
20.36,45.19333333333329,760,0,0
20.566666666666695,44.7266666666667,770,0,0
20.823333333333295,44.33333333333329,780,0,0
20.963333333333296,43.8666666666667,790,0,0
21.1,43.5266666666667,800,0,0
21.1666666666667,43.0666666666667,810,0,0
21.2,42.1,820,0,0
21.2,41.69333333333329,830,0,0
21.23,41.59666666666671,840,0,0
21.29,41.565,850,0,0
21.3566666666667,41.29,860,0,0
21.3566666666667,40.83333333333329,870,0,0
21.3566666666667,40.6266666666667,880,0,0
21.5,40.56,890,0,0
21.5,40.433333333333294,900,0,0
21.6,40.26,910,0,0
21.6,40.1266666666667,920,0,0
21.6,40.06,930,0,0
21.6,40.0,940,0,0
21.533333333333296,40.0,950,0,0
21.533333333333296,39.933333333333294,960,0,0
21.5,39.79,970,0,0
21.5,39.73,980,0,0
21.39,39.59,990,0,0
21.39,39.7966666666667,1000,0,0
21.39,40.5666666666667,1010,0,0
21.463333333333296,41.69333333333329,1020,0,0
21.6333333333333,45.1966666666667,1030,10,1
21.76,47.13,1040,10,1
21.945,45.3,1050,0,0
22.0,43.9966666666667,1060,10,1
22.066666666666695,43.1966666666667,1070,0,0
22.1,42.363333333333294,1080,10,1
22.1,41.89,1090,10,1
22.1333333333333,41.43,1100,0,0
22.2,41.1566666666667,1110,10,1
22.1,40.83333333333329,1120,10,1
22.1666666666667,40.5,1130,10,1
22.2,40.69333333333329,1140,10,1
22.26,41.83333333333329,1150,10,1
22.323333333333295,42.5633333333333,1160,10,1
22.463333333333296,47.76333333333329,1170,10,1
22.73,46.86,1180,10,1
22.79,45.5266666666667,1190,10,1
22.79,44.83333333333329,1200,20,1
22.73,44.1,1210,10,1
22.7,43.2966666666667,1220,30,1
22.7,42.89,1230,20,1
22.7,43.0666666666667,1240,20,1
22.7,43.07,1250,20,1
22.7,42.6333333333333,1260,20,1
22.73,41.93,1270,30,1
22.79,41.79,1280,20,1
22.79,41.79,1290,20,1
22.79,41.73,1300,10,1
22.79,41.56,1310,0,0
22.79,41.5,1320,10,1
22.9266666666667,41.033333333333296,1330,0,0
23.066666666666695,40.4266666666667,1340,0,0
23.2,40.1633333333333,1350,0,0
23.26,40.09,1360,0,0
23.39,40.06,1370,0,0
23.39,40.0,1380,0,0
23.5,40.0,1390,0,0
23.566666666666695,39.933333333333294,1400,0,0
23.6,39.79,1410,0,0
23.6,39.73,1420,0,0
23.6,39.6633333333333,1430,0,0
23.6666666666667,39.6633333333333,0,0,0
23.7,39.59,10,0,0
23.7,39.56,20,0,0
23.7,39.433333333333294,30,0,0
23.79,39.26,40,0,0
23.79,39.2,50,0,0
23.79,39.1633333333333,60,0,0
23.73,39.09,70,0,0
23.7,39.09,80,0,0
23.7,39.03,90,0,0
23.7,39.09,100,0,0
23.6333333333333,39.03,110,0,0
23.6,39.03,120,0,0
23.6,39.09,130,0,0
23.5,39.09,140,0,0
23.4266666666667,39.09,150,0,0
23.39,39.23,160,0,0
23.323333333333295,39.363333333333294,170,0,0
23.29,39.5,180,0,0
23.23,39.433333333333294,190,0,0
23.2,39.5,200,0,0
23.1333333333333,39.433333333333294,210,0,0
23.1,39.45,220,0,0
23.0,39.4,230,0,0
22.9266666666667,39.4,240,0,0
22.89,39.433333333333294,250,0,0
22.823333333333295,39.5,260,0,0
22.79,39.53,270,0,0
22.73,39.59,280,0,0
22.6666666666667,39.56,290,0,0
22.6,39.5,300,0,0
22.566666666666695,39.5,310,0,0
22.5,39.5,320,0,0
22.39,39.4,330,0,0
22.39,39.4,340,0,0
22.3566666666667,39.863333333333294,350,0,0
22.29,39.79,360,0,0
22.2,39.7,370,0,0
22.2,39.7,380,0,0
22.1666666666667,39.7,390,0,0
22.1,39.7,400,0,0
22.066666666666695,39.6633333333333,410,0,0
22.0,39.6175,420,10,1
21.9266666666667,39.9,430,10,1
21.89,40.223333333333294,440,10,1
21.89,40.2966666666667,450,10,1
21.8566666666667,40.363333333333294,460,0,0
21.79,40.09666666666671,470,10,1
21.6333333333333,36.66666666666671,480,10,1
21.36,34.4,490,10,1
21.066666666666695,33.4333333333333,500,10,1
21.0,33.56,510,20,1
20.89,33.86,520,10,1
20.89,34.1933333333333,530,10,1
20.79,34.6666666666667,540,10,1
20.79,35.1933333333333,550,10,1
20.76,35.9266666666667,560,10,1
20.76,36.4,570,10,1
20.79,36.69333333333329,580,0,0
20.79,37.0266666666667,590,10,1
20.89,37.36,600,10,1
20.89,37.6333333333333,610,10,1
20.89,37.8,620,10,1
20.89,38.0666666666667,630,20,1
20.89,38.2,640,0,0
20.9266666666667,38.29,650,10,1
21.0,38.363333333333294,660,10,1
21.0,38.433333333333294,670,10,1
21.0,38.56,680,0,0
20.963333333333296,38.59,690,10,1
20.89,38.59,700,10,1
20.89,38.5266666666667,710,10,1
20.89,38.4,720,10,1
20.89,38.5,730,0,0
20.89,38.893333333333295,740,10,1
21.0,39.79,750,0,0
21.0,39.99,760,0,0
21.1,39.5266666666667,770,0,0
21.1,39.3266666666667,780,10,1
21.2,39.1633333333333,790,0,0
21.2,39.03,800,0,0
21.29,38.995,810,0,0
21.323333333333295,38.76,820,0,0
21.39,38.7,830,0,0
21.4266666666667,38.79,840,10,1
21.5,38.79,850,0,0
21.5,38.8266666666667,860,0,0
21.5,39.0266666666667,870,0,0
21.6,39.06,880,0,0
21.6666666666667,38.933333333333294,890,0,0
21.73,38.69333333333329,900,0,0
21.79,38.36,910,0,0
21.823333333333295,38.29,920,0,0
21.963333333333296,38.29,930,10,1
22.033333333333296,38.1266666666667,940,0,0
22.1666666666667,38.2,950,0,0
22.2,38.09,960,0,0
22.26,38.09,970,0,0
22.323333333333295,38.06,980,0,0
22.323333333333295,38.0,990,0,0
22.323333333333295,37.9666666666667,1000,0,0
22.39,37.8725,1010,0,0
22.39,37.863333333333294,1020,0,0
22.39,37.79,1030,10,1
22.39,37.79,1040,0,0
22.39,37.79,1050,10,1
22.39,37.79,1060,0,0
22.39,37.79,1070,10,1
22.39,37.79,1080,0,0
22.39,37.86,1090,10,1
22.39,38.66666666666671,1100,10,1
22.463333333333296,39.9566666666667,1110,10,1
22.39,42.03,1120,10,1
22.4266666666667,43.39,1130,10,1
22.5,45.6633333333333,1140,20,1
22.5,47.19333333333329,1150,10,1
22.566666666666695,46.86,1160,20,1
22.6,44.893333333333295,1170,20,1
22.6,43.893333333333295,1180,30,1
22.6,42.4966666666667,1190,20,1
22.6,41.7566666666667,1200,20,1
22.6,41.05,1210,20,1
22.7,40.863333333333294,1220,30,1
22.76,40.73,1230,10,1
22.89,40.59,1240,20,1
22.963333333333296,40.463333333333296,1250,20,1
23.033333333333296,40.223333333333294,1260,20,1
23.1,39.963333333333296,1270,20,1
23.2,39.723333333333294,1280,20,1
23.2,39.53,1290,20,1
23.2,39.33333333333329,1300,20,1
23.2,39.1266666666667,1310,10,1
23.2,39.06,1320,10,1
23.2,38.933333333333294,1330,10,1
23.26,39.0,1340,10,1
23.26,39.19333333333329,1350,0,0
23.2,39.23,1360,10,1
23.2,39.363333333333294,1370,10,1
23.2,39.5,1380,10,1
23.2,39.56,1390,10,1
23.1,39.6266666666667,1400,0,0
23.1,39.7,1410,10,1
23.1,39.76,1420,10,1
23.0,39.8,1430,10,1
23.0,40.0,0,0,0
22.89,40.1266666666667,10,0,0
22.89,40.2,20,0,0
22.79,40.09,30,0,0
22.79,40.1633333333333,40,0,0
22.76,40.23,50,0,0
22.7,40.29,60,0,0
22.6666666666667,40.29,70,0,0
22.6,40.29,80,0,0
22.6,40.29,90,0,0
22.6,40.29,100,0,0
22.5,40.29,110,0,0
22.5,40.29,120,0,0
22.39,40.2,130,0,0
22.39,40.2,140,0,0
22.3566666666667,40.2,150,0,0
22.29,40.2,160,0,0
22.29,40.2,170,0,0
22.2,40.09,180,0,0
22.2,40.09,190,0,0
22.1666666666667,40.09,200,0,0
22.1,40.09,210,0,0
22.066666666666695,40.06,220,0,0
22.0,40.0,230,0,0
21.963333333333296,40.0,240,0,0
21.89,40.0,250,0,0
21.89,40.0,260,0,0
21.89,40.0,270,0,0
21.79,39.9,280,0,0
21.79,39.9,290,0,0
21.76,39.9,300,0,0
21.7,39.9,310,0,0
21.7,39.9,320,0,0
21.6333333333333,39.8266666666667,330,0,0
21.6,39.9,340,0,0
21.6,39.9,350,0,0
21.5,39.9,360,0,0
21.5,39.925,370,0,0
21.4266666666667,39.933333333333294,380,0,0
21.39,39.9,390,0,0
21.39,39.9,400,0,0
21.3566666666667,39.933333333333294,410,0,0
21.29,40.0,420,0,0
21.29,40.03,430,0,0
21.23,40.03,440,0,0
21.2,39.863333333333294,450,10,1
21.2,39.79,460,10,1
21.2,39.963333333333296,470,10,1
21.2,40.223333333333294,480,10,1
21.29,40.53,490,10,1
21.3566666666667,40.6633333333333,500,10,1
21.5,40.7,510,10,1
21.5,41.033333333333296,520,0,0
21.5,41.8,530,0,0
21.566666666666695,42.5266666666667,540,0,0
21.6333333333333,42.1,550,0,0
21.7,41.6333333333333,560,0,0
21.745,40.995,570,0,0
21.79,40.79,580,0,0
21.8566666666667,40.863333333333294,590,0,0
21.89,40.79,600,0,0
21.89,40.79,610,0,0
21.89,40.8266666666667,620,0,0
21.963333333333296,41.1,630,0,0
22.0,41.33333333333329,640,0,0
22.0,41.1266666666667,650,0,0
22.033333333333296,41.03,660,0,0
22.1,41.03,670,0,0
22.1,41.0,680,0,0
22.1666666666667,41.06,690,0,0
22.2,41.09,700,0,0
22.2,41.1633333333333,710,0,0
22.1666666666667,41.23,720,0,0
22.1666666666667,41.29,730,0,0
22.1,41.29,740,0,0
22.1,41.29,750,0,0
22.1,41.29,760,0,0
22.075,40.045,770,0,0
22.0,39.223333333333294,780,0,0
22.0,39.6266666666667,790,0,0
22.0,39.5666666666667,800,0,0
21.963333333333296,39.56,810,0,0
21.89,39.433333333333294,820,0,0
21.89,39.53,830,0,0
21.89,39.59,840,0,0
21.89,39.5,850,0,0
21.89,39.5,860,0,0
21.89,39.4666666666667,870,0,0
21.89,39.4,880,0,0
21.89,39.4,890,10,1
21.89,39.4,900,10,1
21.89,39.26,910,10,1
21.823333333333295,39.1266666666667,920,10,1
21.76,39.06,930,10,1
21.7,38.933333333333294,940,20,1
21.7,38.93,950,10,1
21.7,38.79,960,10,1
21.65,38.69,970,10,1
21.6,38.56,980,0,0
21.6,38.5,990,10,1
21.5,38.4,1000,20,1
21.5,38.3266666666667,1010,20,1
21.5,38.26,1020,20,1
21.4266666666667,38.1266666666667,1030,20,1
21.39,38.23,1040,30,1
21.39,38.43,1050,30,1
21.39,38.56,1060,20,1
21.323333333333295,38.56,1070,30,1
21.29,38.5,1080,20,1
21.29,38.56,1090,20,1
21.4266666666667,39.0,1100,30,1
21.566666666666695,39.06,1110,20,1
21.73,40.9,1120,20,1
21.93,42.7666666666667,1130,30,1
22.163333333333295,42.4,1140,20,1
22.496666666666705,43.19333333333329,1150,10,1
22.893333333333295,42.19333333333329,1160,10,1
23.175,41.67,1170,10,1
23.2,41.2266666666667,1180,20,1
23.29,40.7966666666667,1190,40,1
23.29,40.39,1200,30,1
23.29,39.93,1210,40,1
23.29,39.73,1220,40,1
23.29,39.6633333333333,1230,40,1
23.29,39.463333333333296,1240,40,1
23.29,39.1266666666667,1250,30,1
23.29,39.0666666666667,1260,30,1
23.29,38.7,1270,20,1
23.29,38.7,1280,30,1
23.29,38.56,1290,20,1
23.23,38.433333333333294,1300,20,1
23.26,38.363333333333294,1310,20,1
23.2,38.29,1320,20,1
23.1666666666667,38.1633333333333,1330,20,1
23.1,38.09,1340,30,1
23.066666666666695,38.1266666666667,1350,20,1
23.0,38.33333333333329,1360,20,1
22.89,38.545,1370,20,1
22.8566666666667,38.79,1380,20,1
22.79,38.863333333333294,1390,10,1
22.79,38.86,1400,10,1
22.73,39.19333333333329,1410,0,0
22.6,39.23,1420,0,0
22.6,39.29,1430,0,0
22.5,39.363333333333294,0,0,0
22.4266666666667,39.29,10,0,0
22.39,39.29,20,0,0
22.323333333333295,39.363333333333294,30,0,0
22.29,39.433333333333294,40,0,0
22.23,39.5,50,0,0
22.2,39.5,60,0,0
22.1333333333333,39.56,70,0,0
22.066666666666695,39.6633333333333,80,0,0
22.0,39.6633333333333,90,0,0
22.0,39.7,100,0,0
21.9266666666667,39.7,110,0,0
21.89,39.73,120,0,0
21.865,39.7675,130,0,0
21.79,39.7,140,0,0
21.76,39.79,150,0,0
21.7,39.79,160,0,0
21.7,39.8266666666667,170,0,0
21.6333333333333,39.8266666666667,180,0,0
21.6,39.8266666666667,190,0,0
21.6,39.9,200,0,0
21.5,40.0,210,0,0
21.5,40.0,220,0,0
21.5,40.03,230,0,0
21.4266666666667,40.03,240,0,0
21.39,40.0,250,0,0
21.39,40.06,260,0,0
21.29,40.09,270,0,0
21.29,40.09,280,0,0
21.29,40.2,290,0,0
21.23,40.2,300,0,0
21.2,40.2,310,0,0
21.2,40.2,320,0,0
21.1,40.29,330,0,0
21.1,40.29,340,0,0
21.1,40.29,350,0,0
21.0,40.29,360,0,0
21.0,40.363333333333294,370,0,0
21.0,40.4,380,0,0
21.0,40.4,390,0,0
20.963333333333296,40.433333333333294,400,0,0
20.89,40.5,410,0,0
20.89,40.5,420,0,0
20.89,40.5,430,0,0
20.79,40.53,440,10,1
20.79,40.723333333333294,450,10,1
20.79,40.933333333333294,460,10,1
20.79,41.1333333333333,470,10,1
20.79,41.2,480,10,1
20.79,41.2,490,10,1
20.79,41.26,500,20,1
20.79,41.26,510,10,1
20.79,41.645,520,0,0
20.823333333333295,42.1266666666667,530,0,0
20.89,42.4,540,0,0
20.9266666666667,42.39,550,0,0
21.0,42.59,560,10,1
21.1333333333333,42.533333333333296,570,0,0
21.2,42.33333333333329,580,0,0
21.39,41.8,590,0,0
21.463333333333296,40.6,600,0,0
21.6333333333333,39.9666666666667,610,0,0
21.7,39.7666666666667,620,0,0
21.73,39.5266666666667,630,0,0
21.8566666666667,39.4,640,0,0
21.89,39.26,650,0,0
21.963333333333296,39.26,660,0,0
22.033333333333296,39.19333333333329,670,0,0
22.1,38.8,680,0,0
22.1,37.933333333333294,690,0,0
22.033333333333296,37.4,700,0,0
22.033333333333296,37.9266666666667,710,0,0
22.1,38.25,720,0,0
22.1,38.2666666666667,730,0,0
22.1,38.26,740,0,0
22.1,38.26,750,0,0
22.033333333333296,38.23,760,0,0
22.1,38.23,770,0,0
22.1,38.06,780,0,0
