Light_Intensity,Temperature,PIR,Minute_Of_Day,Room_Occupancy_Count,LED_On
65.75,25.1425,0,678,1,1
65.5,25.125,0,679,1,1
65.5,25.1725,0,679,1,1
67.0,25.1725,0,680,1,1
67.25,25.1875,1,680,1,1
66.75,25.1725,0,681,1,1
66.0,25.1875,1,681,1,1
66.0,25.2025,0,682,1,1
65.75,25.1875,0,682,1,1
66.25,25.1875,0,683,1,1
66.0,25.2025,0,683,1,1
66.5,25.2175,0,684,1,1
67.75,25.2175,0,684,1,1
68.5,25.2175,0,685,1,1
68.75,25.2025,1,685,1,1
68.25,25.2175,1,686,1,1
65.25,25.2975,1,687,1,1
65.25,25.375,1,687,1,1
112.25,25.33,1,688,2,0
120.25,25.345,1,689,2,0
125.25,25.3625,1,689,2,0
127.25,25.345,1,690,2,0
129.5,25.345,1,690,2,0
130.25,25.3625,1,691,2,0
130.5,25.36,1,691,2,0
131.25,25.3475,1,692,2,0
129.75,25.36,1,692,2,0
130.0,25.33,0,693,2,0
129.75,25.3475,1,693,2,0
129.75,25.3475,1,694,2,0
130.0,25.3625,1,694,2,0
130.25,25.3775,1,695,2,0
130.0,25.3775,1,695,2,0
129.75,25.3775,1,696,2,0
130.0,25.392500000000002,0,696,2,0
128.5,25.3925,1,699,2,0
128.0,25.4075,1,699,2,0
128.75,25.3925,1,700,2,0
128.5,25.4225,1,700,2,0
128.75,25.4375,1,701,2,0
129.5,25.4225,1,701,2,0
129.5,25.4375,1,702,2,0
129.0,25.4375,0,702,2,0
129.0,25.455,1,703,2,0
128.75,25.4375,1,703,2,0
128.5,25.4525,1,704,2,0
128.25,25.4375,0,704,2,0
128.25,25.455000000000002,1,705,2,0
129.0,25.47,0,705,2,0
129.25,25.487499999999997,1,706,2,0
129.0,25.47,1,706,2,0
129.5,25.47,1,707,2,0
129.0,25.4525,1,707,2,0
129.75,25.47,1,708,2,0
129.5,25.47,1,708,2,0
129.5,25.485,1,709,2,0
129.75,25.5475,0,709,2,0
129.25,25.515,0,710,2,0
129.25,25.485,0,710,2,0
129.25,25.515,1,711,2,0
129.5,25.515,1,711,2,0
129.75,25.515,1,712,2,0
129.75,25.53,1,713,2,0
130.0,25.53,1,713,2,0
129.5,25.5475,1,714,1,0
129.5,25.5325,1,714,1,0
129.5,25.5475,1,715,2,0
130.0,25.5325,1,715,2,0
130.0,25.5625,1,716,2,0
130.0,25.5475,1,716,2,0
129.0,25.5475,1,717,2,0
131.75,25.61,1,717,2,0
133.0,25.72,1,718,2,0
132.25,25.8275,1,718,2,0
132.0,25.827499999999997,1,719,2,0
131.0,25.875,1,719,2,0
131.75,25.89,1,720,2,0
131.75,25.9225,0,720,2,0
132.75,25.9375,0,721,2,0
133.25,26.015,0,721,2,0
133.5,26.03,0,722,2,0
133.5,26.044999999999998,0,722,2,0
133.25,26.0925,1,723,2,0
133.75,26.125,1,723,2,0
134.25,26.0925,0,724,2,0
134.0,26.03,1,724,2,0
133.5,26.03,1,725,2,0
134.0,26.044999999999998,1,725,2,0
134.25,25.985,1,726,2,0
134.0,25.985,1,726,2,0
134.0,25.985,1,727,2,0
134.0,26.002499999999998,0,727,2,0
134.25,26.02,1,728,2,0
134.0,26.0175,0,728,2,0
134.75,26.002499999999998,0,729,2,0
135.25,26.0175,1,729,2,0
134.75,26.0475,1,730,2,0
134.75,26.0325,1,730,2,0
135.0,26.0475,0,731,2,0
135.25,26.0325,1,731,2,0
135.0,26.0475,1,732,2,0
134.5,26.0975,1,732,2,0
135.0,26.0825,1,733,2,0
134.5,26.1425,1,733,2,0
133.25,26.189999999999998,1,734,2,0
132.75,26.2525,0,734,2,0
134.0,26.2225,1,735,2,0
133.75,26.22,1,735,2,0
133.75,26.175,1,736,2,0
134.0,26.1575,1,737,2,0
133.0,26.1425,1,737,2,0
133.5,26.205000000000002,1,738,2,0
134.25,26.205,1,738,2,0
134.75,26.267500000000002,1,739,2,0
135.5,26.2525,1,739,2,0
135.5,26.2525,1,740,2,0
134.25,26.267500000000002,1,740,2,0
133.5,26.267500000000002,1,741,2,0
133.5,26.2525,0,741,2,0
135.25,26.235,1,742,2,0
136.0,26.2375,1,742,2,0
136.5,26.2375,0,743,2,0
135.75,26.2825,0,744,2,0
136.0,26.2975,1,744,2,0
135.75,26.315,1,745,2,0
135.25,26.36,0,745,2,0
135.25,26.345,0,746,2,0
134.75,26.36,0,746,2,0
134.0,26.330000000000002,0,747,2,0
133.75,26.345,0,747,2,0
134.75,26.2825,0,748,2,0
135.75,26.330000000000002,1,748,2,0
135.0,26.330000000000002,1,749,2,0
161.75,26.315,1,749,2,0
163.5,26.330000000000002,1,750,3,0
168.25,26.39,1,750,3,0
171.25,26.405,1,751,3,0
172.0,26.4225,1,751,3,0
173.0,26.42,1,752,3,0
173.5,26.39,1,752,3,0
172.25,26.3425,1,753,3,0
171.0,26.405,1,753,3,0
171.5,26.485,1,754,2,0
171.25,26.4525,1,754,2,0
171.25,26.4375,1,755,2,0
173.5,26.4975,1,755,3,0
174.25,26.4825,1,756,3,0
173.75,26.515,1,756,3,0
173.75,26.515,1,757,3,0
171.0,26.5325,1,757,3,0
172.75,26.564999999999998,1,758,3,0
172.75,26.5475,1,758,3,0
172.5,26.564999999999998,1,759,3,0
173.25,26.5625,1,759,3,0
173.5,26.5475,1,760,3,0
173.5,26.5475,1,760,3,0
172.5,26.5625,1,761,3,0
173.0,26.5475,1,762,3,0
173.5,26.515,1,762,3,0
177.75,26.455,1,788,3,0
178.0,26.439999999999998,1,788,3,0
177.5,26.439999999999998,1,789,3,0
177.75,26.4075,1,789,3,0
177.5,26.439999999999998,1,790,3,0
177.0,26.47,1,790,3,0
176.75,26.455,1,791,3,0
177.0,26.5175,1,791,3,0
176.75,26.439999999999998,1,792,3,0
176.5,26.455,1,792,3,0
177.0,26.47,1,793,3,0
177.0,26.5175,1,793,3,0
177.25,26.47,1,794,3,0
177.25,26.455,1,794,3,0
176.25,26.455,1,795,3,0
176.5,26.502499999999998,1,795,3,0
177.25,26.439999999999998,1,796,3,0
178.0,26.439999999999998,0,796,3,0
178.25,26.439999999999998,1,797,3,0
176.5,26.47,1,797,3,0
177.75,26.47,1,798,3,0
187.0,26.44,1,799,3,0
187.0,26.4225,1,799,3,0
186.5,26.4075,1,800,3,0
187.5,26.3925,1,800,3,0
187.75,26.4075,1,801,3,0
188.0,26.4075,1,801,3,0
189.0,26.4075,1,802,3,0
187.0,26.47,1,802,3,0
190.0,26.4525,1,803,3,0
191.25,26.4375,1,803,3,0
190.0,26.455,1,804,3,0
190.25,26.47,1,804,3,0
189.25,26.47,1,805,3,0
188.5,26.485,0,805,3,0
188.25,26.4525,1,806,3,0
188.5,26.4525,1,806,3,0
187.5,26.4375,0,807,3,0
188.0,26.4225,0,807,3,0
188.0,26.4525,1,808,3,0
183.0,26.4525,1,808,3,0
188.5,26.439999999999998,1,809,2,0
189.0,26.424999999999997,1,810,2,0
190.0,26.439999999999998,1,810,2,0
191.0,26.4225,1,811,2,0
191.5,26.4225,1,812,2,0
192.75,26.4225,1,812,2,0
191.0,26.4225,1,813,2,0
191.0,26.3925,1,813,2,0
191.5,26.4225,1,814,2,0
191.5,26.4225,1,814,2,0
191.5,26.4225,1,815,2,0
192.5,26.3925,1,815,2,0
192.5,26.4075,1,816,2,0
192.25,26.4225,1,816,2,0
185.0,26.39,1,817,2,0
191.25,26.405,1,817,2,0
192.0,26.375,1,818,2,0
190.5,26.39,1,818,3,0
192.75,26.375,1,819,3,0
192.25,26.36,1,819,3,0
191.75,26.375,1,820,3,0
193.25,26.375,1,820,2,0
193.25,26.405,1,821,2,0
193.0,26.4225,1,821,3,0
192.75,26.4225,1,822,3,0
192.25,26.4225,1,822,3,0
191.5,26.39,1,823,3,0
191.5,26.39,1,823,3,0
191.0,26.39,1,824,3,0
191.25,26.39,1,824,3,0
192.25,26.345,1,825,3,0
192.0,26.375,0,825,3,0
191.0,26.3425,0,826,3,0
192.75,26.3125,1,826,3,0
192.0,26.3575,1,827,3,0
191.75,26.3275,1,827,3,0
191.0,26.3775,1,828,3,0
191.0,26.36,1,828,3,0
191.0,26.375,1,829,3,0
191.0,26.3425,1,829,3,0
190.5,26.3425,1,830,3,0
191.0,26.375,1,830,3,0
192.75,26.375,1,831,3,0
191.25,26.3425,1,831,3,0
190.5,26.4075,0,832,3,0
191.0,26.39,1,832,3,0
192.75,26.4075,1,833,3,0
193.75,26.4075,1,834,3,0
192.75,26.3925,1,834,3,0
186.0,26.405,1,835,3,0
191.75,26.3925,1,835,3,0
192.25,26.4075,1,836,3,0
192.5,26.4075,1,836,3,0
192.75,26.4075,1,837,3,0
193.5,26.39,0,837,3,0
193.0,26.4075,1,838,3,0
192.75,26.4075,1,838,3,0
192.25,26.4075,0,839,3,0
193.0,26.424999999999997,0,839,3,0
193.25,26.375,0,840,3,0
193.75,26.375,1,840,3,0
193.75,26.4225,1,841,3,0
193.25,26.439999999999998,1,841,3,0
190.75,26.409999999999997,1,842,3,0
193.5,26.4075,1,842,3,0
191.75,26.424999999999997,1,843,3,0
192.25,26.424999999999997,0,843,3,0
192.5,26.424999999999997,0,844,3,0
193.0,26.4075,0,844,3,0
193.25,26.4375,1,845,3,0
192.75,26.47,1,845,3,0
190.25,26.455,1,846,3,0
189.75,26.455,1,846,3,0
191.0,26.47,1,847,3,0
190.25,26.4525,1,847,3,0
191.25,26.4375,1,848,3,0
190.75,26.4525,0,848,3,0
190.5,26.4525,1,849,3,0
190.5,26.4375,1,849,3,0
190.0,26.47,0,850,3,0
189.75,26.485,1,850,3,0
188.5,26.485,1,851,3,0
188.75,26.485,1,851,3,0
188.25,26.5175,1,852,3,0
187.75,26.502499999999998,1,852,3,0
186.5,26.535,1,853,3,0
187.0,26.502499999999998,1,854,3,0
185.75,26.487499999999997,1,854,3,0
171.0,26.502499999999998,1,855,3,0
49.5,26.502499999999998,1,855,0,0
49.5,26.439999999999998,1,856,0,0
49.5,26.41,1,856,0,0
49.75,26.377499999999998,0,857,0,0
51.75,26.3925,0,858,0,0
51.0,26.377499999999998,0,858,0,0
50.75,26.36,0,859,0,0
50.25,26.375,0,859,0,0
49.5,26.36,0,860,0,0
48.75,26.345,0,860,0,0
49.0,26.345,0,861,0,0
48.75,26.314999999999998,0,861,0,0
48.75,26.299999999999997,0,862,0,0
48.5,26.2825,0,862,0,0
50.0,26.2675,0,863,0,0
50.75,26.2675,0,863,0,0
51.0,26.265,0,864,0,0
51.0,26.2675,0,864,0,0
50.75,26.265,0,865,0,0
50.5,26.2675,0,865,0,0
49.5,26.252499999999998,0,866,0,0
49.75,26.252499999999998,0,866,0,0
50.5,26.2175,0,867,0,0
50.5,26.237499999999997,0,867,0,0
50.25,26.22,0,868,0,0
49.5,26.22,0,868,0,0
49.25,26.205,1,869,0,0
49.25,26.22,0,869,0,0
48.75,26.22,0,870,0,0
48.75,26.205,0,870,0,0
48.5,26.205,0,871,0,0
49.0,26.1725,0,871,0,0
49.5,26.189999999999998,0,872,0,0
50.25,26.174999999999997,0,872,0,0
50.5,26.174999999999997,0,873,0,0
50.5,26.174999999999997,0,873,0,0
50.5,26.174999999999997,0,874,0,0
50.0,26.174999999999997,0,874,0,0
49.25,26.1575,0,875,0,0
49.0,26.1575,0,875,0,0
48.5,26.1575,0,876,0,0
47.25,26.1575,0,876,0,0
47.0,26.1425,0,877,0,0
46.5,26.127499999999998,0,877,0,0
46.25,26.127499999999998,0,878,0,0
46.25,26.1425,0,878,0,0
48.5,26.127499999999998,0,879,0,0
48.0,26.127499999999998,0,879,0,0
47.5,26.127499999999998,0,880,0,0
47.25,26.095,0,880,0,0
47.75,26.0775,0,881,0,0
47.5,26.127499999999998,0,882,0,0
47.25,26.095,0,882,0,0
47.5,26.08,0,883,0,0
48.0,26.112499999999997,0,883,0,0
47.75,26.112499999999997,0,884,0,0
47.0,26.112499999999997,0,884,0,0
47.0,26.095,0,885,0,0
47.25,26.08,0,885,0,0
47.5,26.0775,0,886,0,0
46.75,26.0775,0,886,0,0
47.0,26.0475,0,887,0,0
47.5,26.08,0,887,0,0
47.5,26.065,0,888,0,0
47.75,26.08,0,888,0,0
46.75,26.08,0,889,0,0
47.25,26.08,0,889,0,0
47.0,26.064999999999998,0,890,0,0
46.5,26.0625,0,890,0,0
46.5,26.0625,0,891,0,0
45.75,26.064999999999998,0,891,0,0
45.25,26.0475,0,892,0,0
44.75,26.064999999999998,0,892,0,0
44.5,26.0475,0,893,0,0
44.5,26.064999999999998,0,893,0,0
44.5,26.03,0,894,0,0
44.5,26.015,0,894,0,0
44.25,26.0325,0,895,0,0
44.5,26.0475,0,895,0,0
44.25,26.0325,0,896,0,0
43.0,26.0325,0,896,0,0
42.5,26.015,0,897,0,0
41.75,26.015,0,897,0,0
41.75,26.03,0,898,0,0
41.5,26.015,0,898,0,0
41.25,26.0,0,899,0,0
40.0,26.0325,0,899,0,0
41.25,26.0,0,900,0,0
42.75,26.0,0,900,0,0
42.75,26.0,0,901,0,0
43.0,25.985,0,901,0,0
43.0,26.002499999999998,0,902,0,0
43.25,25.985,0,902,0,0
43.5,25.985,0,903,0,0
42.75,25.985,0,903,0,0
42.75,25.985,0,904,0,0
42.5,25.985,0,904,0,0
42.75,25.985,0,905,0,0
43.75,25.97,0,906,0,0
45.25,25.987499999999997,0,906,0,0
44.25,25.9525,0,907,0,0
43.75,25.97,0,907,0,0
42.5,25.97,0,908,0,0
41.25,25.97,0,908,0,0
40.5,25.97,0,909,0,0
40.0,25.97,0,910,0,0
40.0,25.97,0,910,0,0
39.25,25.97,0,911,0,0
40.0,25.97,0,911,0,0
40.0,25.97,0,912,0,0
39.75,25.9525,0,912,0,0
39.75,25.94,0,913,0,0
39.25,25.9525,0,913,0,0
39.25,25.9225,0,914,0,0
39.0,25.94,0,914,0,0
39.0,25.939999999999998,0,915,0,0
39.0,25.9725,0,915,0,0
39.25,25.9375,0,916,0,0
40.25,25.939999999999998,0,916,0,0
40.5,25.94,0,917,0,0
40.5,25.9375,0,917,0,0
40.0,25.939999999999998,0,918,0,0
40.0,25.9225,0,918,0,0
39.5,25.939999999999998,0,919,0,0
39.5,25.9225,0,919,0,0
39.5,25.94,0,920,0,0
39.5,25.9225,0,920,0,0
39.25,25.9225,0,921,0,0
39.25,25.9225,0,921,0,0
39.5,25.9225,0,922,0,0
39.25,25.939999999999998,0,922,0,0
39.25,25.9225,0,923,0,0
38.5,25.9225,0,923,0,0
66.5,25.9075,1,925,1,1
67.75,25.9225,0,925,1,1
68.5,25.9225,0,926,1,1
69.25,25.94,1,926,1,1
70.25,25.94,0,927,1,1
69.75,25.94,0,927,1,1
69.0,25.925,1,928,1,1
68.25,25.94,1,928,1,1
68.0,25.925,0,929,1,1
67.5,25.925,0,930,1,1
67.5,25.925,0,930,1,1
67.5,25.91,0,931,1,1
67.25,25.9425,0,931,1,1
67.0,25.94,0,932,1,1
67.0,25.94,0,932,1,1
67.0,25.94,0,933,1,1
67.0,25.925,0,933,1,1
67.0,25.94,0,934,1,1
66.5,25.9575,0,934,1,1
65.75,25.89,0,935,1,1
65.5,25.9225,1,935,1,1
66.5,25.939999999999998,1,936,1,1
66.25,25.94,0,936,1,1
65.5,25.94,0,937,1,1
65.25,25.94,0,937,1,1
64.75,25.9225,0,938,1,1
64.75,25.9225,0,938,1,1
63.75,25.9075,0,939,1,1
64.25,25.9225,0,939,1,1
64.5,25.9375,1,940,1,1
64.5,25.9225,1,940,1,1
64.5,25.9225,0,941,1,1
64.0,25.9225,0,941,1,1
64.75,25.939999999999998,0,942,1,1
65.0,25.9375,0,942,1,1
65.25,25.9075,0,943,1,1
66.0,25.9075,0,943,1,1
65.75,25.9225,0,944,1,1
65.5,25.9225,0,944,1,1
65.5,25.9375,0,945,1,1
65.5,25.9225,0,945,1,1
65.0,25.9225,1,946,1,1
65.0,25.9375,0,946,1,1
64.75,25.9375,1,947,1,1
64.5,25.9375,0,947,1,1
64.0,25.9375,0,948,1,1
63.75,25.9375,0,948,1,1
63.75,25.9525,1,949,1,1
63.25,25.9525,0,949,1,1
62.5,25.9675,1,950,1,1
62.25,25.9225,0,950,1,1
62.25,25.9225,0,951,1,1
62.0,25.9225,0,951,1,1
61.75,25.9675,0,952,1,1
61.5,25.9225,1,952,1,1
61.0,25.9225,0,953,1,1
60.5,25.9225,0,953,1,1
60.0,25.9375,0,954,1,1
60.0,25.92,0,955,1,1
59.75,25.939999999999998,0,955,1,1
59.75,25.905,0,956,1,1
59.75,25.9375,0,956,1,1
59.25,25.92,0,957,1,1
58.75,25.92,0,957,1,1
59.0,25.9375,0,958,1,1
59.0,25.905,1,958,1,1
59.0,25.92,1,959,1,1
59.0,25.935,0,959,1,1
59.0,25.905,0,960,1,1
59.0,25.905,0,960,1,1
58.75,25.9375,0,961,1,1
58.5,25.9225,0,961,1,1
58.25,25.92,1,962,1,1
58.25,25.9225,1,962,1,1
58.0,25.9375,0,963,1,1
57.75,25.92,0,964,1,1
57.5,25.905,1,964,1,1
57.0,25.92,1,965,1,1
57.0,25.92,1,965,1,1
57.25,25.92,1,966,1,1
56.75,25.9375,0,966,1,1
56.5,25.92,0,967,1,1
56.0,25.92,0,967,1,1
56.0,25.9375,0,968,1,1
55.75,25.92,0,968,1,1
56.0,25.92,0,969,1,1
56.0,25.92,0,969,1,1
56.0,25.92,0,970,1,1
55.75,25.9375,0,970,1,1
55.75,25.9375,1,971,1,1
55.75,25.9525,1,971,1,1
55.5,25.905,1,972,1,1
55.25,25.92,1,972,1,1
55.0,25.92,0,973,1,1
54.5,25.92,0,973,1,1
54.25,25.9375,0,974,1,1
54.0,25.92,0,974,1,1
53.75,25.9225,0,975,1,1
53.75,25.9375,0,975,1,1
53.5,25.92,1,976,1,1
53.5,25.92,0,976,1,1
53.75,25.92,0,977,1,1
53.5,25.92,0,977,1,1
53.25,25.92,0,978,1,1
52.75,25.92,0,979,1,1
52.5,25.9375,0,979,1,1
52.5,25.905,0,980,1,1
52.25,25.92,1,980,1,1
52.0,25.92,0,981,1,1
51.75,25.9225,0,981,1,1
51.5,25.9375,0,982,1,1
50.75,25.92,0,982,1,1
50.75,25.9375,0,983,1,1
51.0,25.9225,0,983,1,1
50.25,25.92,1,984,1,1
50.5,25.9225,0,984,1,1
50.25,25.9375,1,985,1,1
50.0,25.9375,1,985,1,1
49.75,25.92,0,986,1,1
49.75,25.955,0,986,1,1
49.75,25.9225,1,987,1,1
49.75,25.9225,1,987,1,1
49.75,25.9375,1,988,1,1
49.5,25.939999999999998,1,988,1,1
49.75,25.939999999999998,0,989,1,1
49.5,25.9225,1,989,1,1
49.75,25.92,1,990,1,1
84.75,25.9375,1,990,1,1
85.5,25.905,1,991,2,1
96.0,25.939999999999998,1,992,2,1
95.75,25.9225,1,992,2,1
94.0,25.97,1,993,2,1
94.75,25.9375,1,993,2,1
92.75,25.9525,1,994,2,1
93.25,25.955,1,994,2,1
92.25,25.939999999999998,0,995,2,1
92.0,25.939999999999998,0,995,2,1
91.5,25.939999999999998,0,996,2,1
92.0,25.939999999999998,0,996,2,1
91.75,25.939999999999998,0,997,2,1
90.75,25.939999999999998,1,997,2,1
91.25,25.939999999999998,1,998,2,1
91.0,25.955,1,998,2,1
90.5,25.955,1,999,2,1
90.0,25.955,1,999,2,1
90.0,25.955,1,1000,2,1
89.5,25.939999999999998,1,1000,2,1
89.25,25.97,0,1001,2,1
89.0,25.955,0,1001,2,1
89.0,25.955,1,1002,2,1
89.5,25.987499999999997,0,1003,2,1
88.5,25.985,1,1003,2,1
88.25,25.985,0,1004,2,1
88.25,25.97,0,1004,2,1
88.25,25.97,1,1005,2,1
88.25,25.97,0,1005,2,1
88.0,25.97,0,1006,2,1
87.75,25.97,1,1006,2,1
88.0,25.97,0,1007,2,1
87.75,25.97,0,1007,2,1
87.75,25.985,1,1008,2,1
87.75,25.97,1,1008,2,1
87.0,25.97,1,1009,2,1
86.75,25.97,1,1009,2,1
86.75,25.97,1,1010,2,1
87.25,25.985,1,1010,2,1
86.0,26.0,1,1011,2,1
86.25,26.0,1,1011,2,1
86.0,25.985,1,1012,2,1
86.0,25.97,0,1012,2,1
86.0,25.97,1,1013,2,1
85.75,26.0,1,1013,2,1
86.5,25.97,1,1014,2,1
86.0,25.985,1,1014,2,1
86.0,25.985,0,1015,2,1
85.75,25.985,1,1015,2,1
86.25,25.97,0,1016,2,1
85.5,25.985,1,1016,2,1
85.0,26.0,1,1017,2,1
84.75,25.985,0,1017,2,1
85.0,26.0,1,1018,2,1
85.25,26.0,1,1018,2,1
85.0,26.0,1,1019,2,1
84.75,26.0,1,1020,2,1
84.25,25.985,1,1020,2,1
84.5,26.0,1,1021,2,1
84.25,25.985,1,1021,2,1
84.25,25.985,1,1022,2,1
84.75,26.0175,1,1022,2,1
85.0,26.0,1,1023,2,1
84.0,26.0,1,1023,2,1
83.75,25.985,1,1024,2,1
83.5,26.0,1,1024,2,1
83.5,25.985,1,1025,2,1
83.25,26.0,1,1025,2,1
83.25,26.0175,1,1026,2,1
83.25,26.0,1,1027,2,1
83.25,26.0,1,1027,2,1
83.25,25.985,1,1028,2,1
83.0,26.0,1,1028,2,1
82.75,26.0,1,1029,2,1
82.75,26.0,1,1029,2,1
82.75,26.0,0,1030,2,1
82.75,26.0,1,1030,2,1
82.75,26.0,1,1031,2,1
82.75,26.0175,0,1031,2,1
82.75,26.0325,0,1032,2,1
82.75,26.0325,1,1032,2,1
82.75,26.015,1,1033,2,1
82.5,26.015,1,1033,2,1
82.25,26.015,1,1034,2,1
82.25,26.0325,1,1034,2,1
82.25,26.0475,1,1035,2,1
82.5,26.0475,1,1035,2,1
82.25,26.0175,1,1036,2,1
82.0,26.03,1,1036,2,1
81.75,26.015,1,1037,2,1
82.0,26.0,0,1037,2,1
81.5,26.015,0,1038,2,1
81.75,26.015,1,1038,2,1
81.25,26.015,1,1039,2,1
81.25,26.0325,1,1039,2,1
81.25,26.0325,1,1040,2,1
81.5,26.015,1,1040,2,1
81.25,26.015,1,1041,2,1
81.25,26.015,1,1041,2,1
81.0,26.015,1,1042,2,1
81.25,26.015,1,1042,2,1
81.0,26.03,1,1043,2,1
80.75,26.015,0,1043,2,1
81.0,26.03,0,1044,2,1
81.0,26.0,1,1044,2,1
81.0,26.015,1,1045,2,1
81.0,26.015,1,1045,2,1
80.75,26.0,1,1046,2,1
80.75,26.015,1,1046,2,1
80.75,26.03,1,1047,2,1
80.75,26.015,1,1047,2,1
81.0,26.03,1,1048,2,1
81.0,26.015,1,1048,2,1
81.0,26.015,1,1049,2,1
80.5,26.015,1,1049,2,1
81.0,26.03,1,1050,2,1
80.75,26.03,1,1051,2,1
81.5,26.0475,1,1051,2,1
81.5,26.0625,1,1052,2,1
81.75,26.0475,1,1052,2,1
81.5,26.0325,1,1053,2,1
81.75,26.0175,1,1053,2,1
133.5,26.0475,1,1054,3,0
141.25,26.08,1,1054,3,0
144.5,26.05,1,1055,3,0
146.0,26.0325,1,1055,3,0
146.0,26.0625,0,1056,3,0
146.0,26.0625,1,1056,3,0
145.5,26.08,1,1057,3,0
145.5,26.08,1,1057,3,0
145.5,26.0625,1,1058,3,0
145.25,26.0975,1,1058,3,0
145.25,26.095,1,1059,3,0
145.25,26.095,1,1059,3,0
145.0,26.112499999999997,1,1060,3,0
145.25,26.080000000000002,1,1060,3,0
145.0,26.08,1,1061,3,0
144.75,26.08,0,1061,3,0
144.5,26.08,1,1062,3,0
144.5,26.080000000000002,1,1062,3,0
144.25,26.097499999999997,1,1063,3,0
144.0,26.097499999999997,1,1063,3,0
143.75,26.097499999999997,1,1064,3,0
144.0,26.0825,1,1064,3,0
145.0,26.112499999999997,1,1065,3,0
145.0,26.112499999999997,1,1065,3,0
144.5,26.080000000000002,1,1066,3,0
144.75,26.095,1,1066,3,0
144.75,26.080000000000002,1,1067,3,0
144.5,26.08,0,1067,3,0
144.25,26.11,1,1068,3,0
144.25,26.127499999999998,1,1068,3,0
144.5,26.11,1,1069,3,0
144.25,26.112499999999997,0,1069,3,0
143.75,26.1425,1,1070,3,0
143.25,26.127499999999998,1,1070,3,0
143.25,26.22,1,1071,3,0
144.0,26.2675,1,1071,3,0
143.75,26.3125,1,1072,3,0
143.5,26.377499999999998,1,1072,3,0
143.0,26.424999999999997,1,1073,3,0
143.25,26.5,1,1074,3,0
142.75,26.5175,1,1075,3,0
143.0,26.439999999999998,1,1075,3,0
142.5,26.377499999999998,1,1076,3,0
143.0,26.345,1,1076,3,0
142.75,26.345,1,1077,3,0
142.5,26.299999999999997,1,1077,3,0
142.0,26.2825,1,1078,3,0
143.0,26.3125,1,1078,3,0
142.75,26.2675,1,1079,3,0
142.75,26.2825,1,1079,3,0
142.75,26.2825,1,1080,3,0
142.75,26.2675,1,1080,3,0
143.0,26.2675,1,1081,3,0
143.0,26.2825,1,1082,3,0
143.25,26.252499999999998,1,1082,3,0
143.75,26.2675,0,1083,3,0
143.0,26.2675,0,1083,3,0
142.5,26.235,1,1084,3,0
142.25,26.2675,0,1084,3,0
142.25,26.2825,0,1085,3,0
142.25,26.2825,1,1085,3,0
142.5,26.2825,1,1086,3,0
142.5,26.2975,1,1086,3,0
142.75,26.2825,1,1087,3,0
142.25,26.252499999999998,0,1087,3,0
142.5,26.252499999999998,1,1088,3,0
142.25,26.25,1,1088,3,0
142.5,26.2825,1,1089,3,0
142.25,26.2675,1,1089,3,0
142.5,26.25,1,1090,3,0
142.5,26.2675,1,1091,3,0
142.5,26.235,0,1091,3,0
143.0,26.2675,0,1092,3,0
142.5,26.25,1,1092,3,0
142.75,26.252499999999998,1,1093,3,0
143.0,26.235,1,1093,3,0
142.75,26.2175,1,1094,3,0
142.75,26.265,1,1094,3,0
