temperature,humidity,fan_on
29.1,75.4,1
28.7,74.5,1
29.3,73.8,1
29.2,72.4,1
30.1,69.4,1
29.7,71.9,1
29.3,71.0,1
30.0,69.5,1
29.6,71.2,1
29.4,70.9,1
29.8,70.7,1
29.4,72.9,1
28.2,77.2,0
27.8,76.9,0
27.7,79.2,0
27.9,80.1,1
27.6,77.5,0
27.2,77.6,0
28.3,75.8,1
27.5,81.8,1
28.8,83.3,1
29.4,78.2,1
28.6,78.3,1
29.0,74.9,1
28.6,73.6,1
28.8,74.5,0
29.1,74.7,1
28.3,75.1,0
28.8,76.5,1
28.6,77.2,1
28.0,78.8,1
28.5,76.6,1
28.3,78.8,1
28.5,76.9,1
28.2,78.7,1
28.7,80.2,1
28.3,77.8,1
28.1,81.3,1
29.0,80.2,1
28.3,78.3,1
28.3,80.3,1
27.5,81.7,1
27.4,79.2,1
27.0,80.7,1
27.7,74.3,1
27.6,76.9,0
27.0,79.6,0
28.0,77.5,0
27.8,74.7,0
27.1,79.2,1
27.6,81.1,1
27.7,81.4,1
27.5,82.2,1
28.3,73.3,0
28.1,78.3,1
28.4,79.0,1
27.4,86.9,1
27.6,84.4,1
27.8,87.0,1
28.4,81.5,1
27.9,81.5,1
28.3,83.0,1
28.0,81.5,1
28.3,83.1,1
28.0,81.6,1
27.5,77.8,1
27.5,76.2,1
27.1,79.3,1
28.0,83.0,0
27.2,83.0,0
27.6,78.9,1
27.1,80.3,1
27.5,78.7,1
27.4,76.5,1
27.1,79.9,1
28.2,74.6,0
28.5,73.2,0
28.7,79.3,1
28.3,73.9,0
28.7,72.6,0
28.8,78.7,1
27.4,78.1,1
27.6,76.7,1
27.0,81.8,1
27.5,76.9,1
27.7,76.2,1
27.1,81.8,1
27.5,79.4,1
27.8,77.0,1
27.1,82.2,1
27.7,78.9,1
27.7,77.2,1
27.4,82.0,1
26.7,52.4,1
28.9,47.3,1
26.7,58.9,1
27.9,46.7,0
28.9,47.3,0
26.5,45.3,1
27.1,46.1,0
27.8,48.7,1
26.8,47.9,0
27.0,52.1,0
28.4,51.3,0
26.1,55.2,0
27.0,61.9,0
26.9,59.5,0
26.9,50.7,0
28.3,47.4,0
28.7,52.1,0
25.9,55.3,0
28.4,48.7,0
26.3,51.2,0
28.2,44.3,0
29.1,47.1,0
26.4,47.7,0
28.4,42.8,0
29.2,48.9,0
26.1,47.9,0
28.0,48.2,1
28.3,46.8,1
25.9,49.5,1
28.0,43.7,0
29.0,45.3,0
27.9,39.4,0
28.2,51.1,1
26.0,52.0,0
28.3,41.0,0
28.6,51.7,1
26.4,26.6,0
27.2,44.3,1
29.2,53.1,0
26.6,48.6,0
27.7,43.6,1
30.6,45.4,0
27.3,49.3,0
28.1,50.9,0
27.8,51.9,0
25.8,61.1,0
28.3,39.9,0
28.7,49.4,0
25.7,51.0,0
27.4,51.1,0
29.8,54.1,1
27.3,49.0,0
27.5,47.1,0
30.3,44.9,0
25.9,55.4,0
29.1,51.2,1
26.0,51.9,0
28.6,52.9,0
29.0,53.0,1
28.9,52.4,0
29.1,48.9,0
30.2,48.4,0
28.0,53.9,0
28.7,51.1,0
30.5,49.6,1
28.6,46.0,0
29.1,45.1,1
30.4,50.6,0
28.2,49.6,1
28.5,62.3,0
30.2,50.3,1
28.9,42.0,0
26.8,48.2,0
27.8,42.4,1
28.0,44.7,1
26.6,51.4,1
28.3,39.3,0
29.0,43.1,0
27.7,44.7,0
28.9,41.8,1
29.7,47.3,0
27.9,47.9,0
30.0,41.5,1
28.3,46.3,1
29.3,44.7,0
30.2,41.3,1
28.5,45.9,1
28.3,48.4,0
27.9,49.9,1
28.2,51.2,0
28.0,48.9,1
27.9,47.5,0
30.2,44.4,0
26.3,51.3,0
28.1,41.7,0
29.2,45.0,0
26.2,48.3,0
25.1,50.3,1
26.1,48.6,1
25.0,54.4,0
25.5,46.5,1
25.6,44.9,0
25.2,49.5,1
25.4,52.3,1
25.4,53.0,1
25.2,58.6,0
26.1,59.0,0
26.8,47.2,0
25.5,48.2,0
26.3,51.7,0
26.8,46.4,0
25.7,47.7,0
26.2,54.1,0
26.6,48.7,0
25.6,49.0,0
26.4,56.1,0
26.8,43.2,1
26.0,48.6,0
26.4,53.1,0
26.5,45.0,0
26.5,53.0,0
26.8,42.9,0
25.9,48.4,0
25.6,48.9,0
25.9,46.7,0
25.0,53.7,0
26.0,45.0,1
25.5,53.6,0
26.0,47.8,1
26.0,57.1,0
25.3,49.1,0
26.1,45.7,1
27.0,45.1,0
25.3,50.3,0
25.2,48.7,0
26.1,52.4,0
25.3,55.7,0
25.3,49.3,0
31.1,62.8,1
31.8,61.9,1
32.3,64.8,1
30.8,61.7,1
31.4,57.5,1
30.9,60.5,1
31.1,62.1,1
30.6,60.8,0
31.1,62.3,1
31.2,61.4,0
31.2,58.1,1
30.4,59.8,1
31.3,57.5,1
30.3,60.3,1
30.7,63.7,1
30.8,60.4,0
30.7,63.8,1
30.9,59.9,0
31.4,58.1,1
31.8,56.8,1
31.5,58.7,1
31.8,57.0,1
31.4,58.1,1
31.7,57.1,1
30.8,60.4,1
30.4,60.9,1
30.5,61.2,1
30.3,60.7,1
31.0,58.7,0
30.0,61.8,1
31.0,58.6,0
30.1,61.6,1
30.7,60.1,0
31.0,57.5,1
30.3,61.0,1
31.7,61.6,1
31.6,62.4,1
31.5,59.5,1
32.2,64.8,1
32.3,64.8,1
32.7,58.4,1
32.1,57.8,1
31.6,58.7,1
32.5,56.1,1
32.7,56.2,0
32.7,56.3,1
32.1,56.1,1
31.5,58.6,1
31.3,59.4,1
31.5,58.5,1
31.3,59.5,1
31.6,59.8,1
31.7,58.4,1
30.4,54.2,1
30.7,61.1,1
30.7,61.0,1
31.8,57.3,1
31.3,58.5,1
30.8,64.4,1
29.8,71.5,0
31.0,67.1,0
29.7,75.1,0
31.2,79.0,1
30.5,71.5,1
31.1,64.5,1
30.5,71.8,1
31.0,64.6,1
30.4,72.6,1
30.6,63.9,1
30.5,71.2,1
30.6,65.4,1
30.2,70.2,0
31.3,64.1,1
29.8,71.6,1
31.3,64.0,1
29.9,71.7,1
28.183333333333334,53.0,0
25.47,58.7,0
28.183333333333334,53.0,0
25.46,59.9,0
26.89,61.6,0
25.656666666666663,58.0,0
25.656666666666663,58.0,0
25.34,66.5,0
24.82,51.2,0
25.22,58.8,0
25.94333333333333,59.2,0
25.22,58.8,0
24.72,50.4,0
25.88,47.3,0
27.173333333333336,42.7,0
25.89333333333333,47.4,0
24.876666666666665,51.8,1
22.55666666666667,49.7,0
22.55666666666667,49.7,0
22.686666666666667,49.6,0
22.686666666666667,49.6,0
22.8,27.3,1
22.8,27.3,0
24.6,24.0,0
22.8,27.3,0
24.6,24.0,0
23.24333333333333,28.1,0
22.76333333333333,20.1,0
24.6,24.0,0
24.016666666666666,21.6,0
24.6,24.0,0
24.37,24.5,0
22.836666666666662,24.3,1
22.836666666666662,24.3,1
23.28333333333333,18.6,1
23.28333333333333,18.6,0
23.386666666666667,20.0,0
23.28333333333333,18.6,1
22.47,27.1,0
21.08333333333333,25.4,0
21.08333333333333,25.4,0
22.506666666666668,24.7,0
22.63,24.6,0
22.47,27.1,0
22.506666666666668,24.7,0
22.42,27.6,1
23.65333333333333,27.6,1
22.666666666666668,28.1,0
25.266666666666666,28.2,0
22.42,27.6,1
23.65333333333333,27.6,0
22.666666666666668,28.1,0
21.57333333333333,22.0,0
21.866666666666667,22.8,0
21.46333333333333,21.7,0
22.236666666666668,22.4,0
26.42333333333333,22.0,0
22.57333333333333,24.7,1
22.57333333333333,24.7,0
22.57333333333333,24.7,1
23.55,28.9,1
23.55,28.9,0
23.55666666666667,28.9,1
22.686666666666667,29.6,1
22.686666666666667,29.6,0
22.686666666666667,29.6,1
22.686666666666667,29.6,1
22.64,29.9,0
22.686666666666667,29.6,1
22.686666666666667,29.6,0
22.686666666666667,29.6,0
22.686666666666667,29.6,0
22.686666666666667,29.6,0
22.686666666666667,29.6,1
22.686666666666667,29.6,0
22.686666666666667,29.6,1
22.686666666666667,29.6,0
22.686666666666667,29.6,0
22.686666666666667,29.6,0
23.346666666666668,39.0,0
23.043333333333333,41.3,0
23.043333333333333,41.3,0
23.043333333333333,41.3,0
23.186666666666667,40.8,0
23.186666666666667,40.8,0
23.186666666666667,40.8,0
23.19,39.7,0
23.19,39.7,0
23.19,39.7,1
23.346666666666668,39.0,0
24.04,34.8,0
24.14333333333333,33.0,0
23.36,21.1,0
23.36,21.1,0
23.36,21.1,0
28.49,21.8,0
25.04,27.7,0
25.04,27.7,0
25.03,27.7,0
24.23,29.5,0
24.57333333333333,28.7,0
24.906666666666663,28.3,0
25.03,27.7,0
24.276666666666667,33.5,1
24.276666666666667,33.8,1
24.276666666666667,33.5,1
24.276666666666667,33.8,0
24.37,31.6,0
24.28,32.3,0
24.28,32.3,0
24.28,32.3,0
24.28,32.3,0
24.28,32.3,1
24.40333333333333,33.4,0
24.66333333333333,30.9,0
26.066666666666663,8.9,0
27.29,9.0,0
27.29,9.0,0
22.58,17.2,0
23.23333333333333,14.0,0
23.2,14.0,1
22.58,17.2,0
20.683333333333334,21.6,0
23.48333333333333,16.2,0
23.48333333333333,16.2,0
23.48333333333333,16.2,0
24.19333333333333,16.7,0
23.746666666666663,16.2,0
24.44666666666667,20.7,0
24.19333333333333,16.7,0
23.746666666666663,16.2,0
24.38,19.5,0
23.546666666666667,16.2,0
23.26333333333333,17.6,0
23.636666666666667,17.8,0
24.476666666666667,17.1,0
23.426666666666662,18.1,0
23.426666666666662,18.1,0
23.426666666666662,18.1,0
23.426666666666662,18.1,0
23.426666666666662,18.1,0
23.96,17.5,0
23.96,17.5,0
23.96,17.5,0
24.476666666666667,17.1,0
24.476666666666667,17.1,0
24.476666666666667,17.1,0
24.476666666666667,17.1,0
24.476666666666667,17.1,0
24.476666666666667,17.1,0
23.546666666666667,16.2,0
23.27,17.7,0
26.723333333333333,50.55,0
26.526666666666667,45.84,0
26.28666666666667,47.94,0
26.633333333333333,47.27,0
26.26,45.75,0
26.26,45.75,0
22.69,52.36,1
25.796666666666667,48.1,0
22.69,52.36,1
22.57333333333333,52.6,1
26.08,23.67,0
26.08,23.67,0
26.98333333333333,27.08,0
26.08,23.67,0
25.77,43.37,0
25.82,40.46,0
26.036666666666665,49.4,0
25.16333333333333,57.37,0
23.84,63.22,0
23.84,63.22,0
24.64,40.16,0
24.64,40.16,0
25.39333333333333,47.4,0
25.39333333333333,47.4,0
25.39333333333333,47.4,0
25.816666666666663,52.63,0
25.35,44.95,0
25.796666666666667,46.06,0
26.47,51.56,0
26.67333333333333,51.22,0
26.18,54.87,0
26.65333333333333,54.57,0
26.65333333333333,54.57,0
24.683333333333334,58.14,0
24.683333333333334,58.14,0
25.296666666666667,53.67,0
22.53,47.72,0
27.576666666666664,51.4,0
27.17,46.6,0
27.15333333333333,44.5,1
25.73,48.4,1
27.626666666666665,45.4,1
26.85,40.7,0
27.08333333333333,43.0,0
26.80666666666667,39.5,1
26.69333333333333,43.9,0
27.09,41.6,0
27.346666666666668,40.2,0
28.02,35.4,0
28.966666666666665,35.8,0
28.3,37.1,0
27.95,53.5,0
25.69,52.3,0
25.69,52.4,0
25.69,52.3,0
25.69,52.3,0
25.69,52.3,0
26.90333333333333,55.1,0
27.386666666666667,57.2,0
26.35333333333333,51.6,0
27.39666666666667,46.0,0
27.39666666666667,46.0,0
27.35,40.3,0
27.19,35.3,0
27.18,33.9,0
27.18,33.9,0
24.53333333333333,22.1,0
24.636666666666667,30.4,1
24.636666666666667,30.4,0
24.133333333333333,32.0,0
23.576666666666668,28.4,0
24.06,24.8,0
25.01333333333333,28.8,0
25.01333333333333,28.8,1
25.01333333333333,28.8,0
25.21666666666667,28.4,0
24.836666666666662,28.1,0
25.43,29.1,1
25.43,29.1,0
23.98333333333333,22.4,0
25.126666666666665,22.8,0
25.416666666666668,22.6,0
25.126666666666665,22.8,1
25.416666666666668,22.6,0
24.516666666666666,22.6,1
24.59,23.4,1
24.383333333333333,23.4,1
24.75333333333333,23.0,0
24.14333333333333,37.4,1
24.183333333333334,37.3,0
24.183333333333334,37.3,1
24.183333333333334,37.3,0
24.86,30.5,1
24.456666666666667,31.9,1
24.82333333333333,30.7,0
24.82333333333333,30.7,0
24.82333333333333,30.7,0
31.0,84.8,1
22.3,75.5,0
27.4,81.8,0
30.2,84.7,1
30.9,83.2,1
31.7,84.9,1
31.7,86.2,1
31.7,81.9,1
31.7,82.4,1
31.7,87.1,1
31.6,86.9,1
31.7,82.4,1
31.6,83.8,1
32.4,82.6,1
27.5,83.6,0
26.7,83.1,0
30.3,86.7,1
30.9,84.6,1
30.9,86.1,1
31.8,84.0,1
31.5,83.4,1
31.5,83.4,1
33.4,90.1,1
32.5,88.6,1
25.6,77.0,0
27.5,84.1,0
31.3,81.5,1
31.8,84.7,1
32.9,71.7,1
32.9,70.2,1
32.4,84.3,1
32.3,83.6,1
33.1,85.1,1
32.6,87.9,0
32.9,88.8,1
33.4,86.9,1
26.3,82.8,0
25.7,82.2,0
27.0,84.0,0
26.9,80.7,0
27.1,79.8,0
30.8,84.4,1
31.2,87.0,1
31.1,82.5,1
31.6,83.3,1
30.9,85.8,1
30.8,85.6,1
33.5,88.7,1
33.6,87.3,1
33.7,90.1,1
32.2,87.6,1
32.1,87.3,1
30.7,81.3,0
31.5,88.6,0
33.4,88.1,1
33.3,88.6,1
28.3,59.6,0
27.5,60.0,0
25.9,62.8,0
25.3,65.6,0
24.9,63.3,0
27.2,90.6,0
27.2,91.4,0
28.4,86.0,0
27.0,92.8,0
25.2,75.9,0
28.3,84.7,0
28.5,81.5,1
28.7,82.6,0
27.7,81.0,0
28.7,64.6,0
28.1,67.6,1
26.3,55.4,0
28.5,63.4,1
28.6,69.3,1
28.0,64.0,1
30.9,72.5,0
30.2,75.0,1
30.9,73.1,1
21.8,64.3,0
21.6,63.2,0
20.7,67.5,0
28.5,87.2,0
28.1,88.2,1
28.5,86.7,0
28.3,88.1,1
28.4,86.2,1
30.0,84.9,1
27.0,76.9,1
28.0,83.1,1
27.7,83.7,1
27.5,79.4,1
29.1,79.2,1
28.4,83.0,1
28.4,82.0,0
29.1,82.9,1
23.5,76.9,0
22.6,77.8,0
24.6,81.9,0
22.4,79.8,0
21.9,79.0,0
25.4,79.6,0
25.4,81.6,1
25.1,76.8,0
25.0,80.0,0
25.5,75.8,1
27.4,78.4,0
27.9,82.5,1
27.8,81.3,1
27.7,83.8,1
27.7,79.8,1
31.4,81.6,0
31.8,83.4,1
32.0,81.9,0
31.9,86.6,1
28.8,79.0,1
28.8,79.0,1
28.8,84.9,1
27.6,82.8,0
28.8,84.9,1
30.7,76.1,1
31.7,77.6,1
31.9,76.9,1
31.9,72.5,1
31.3,74.0,1
27.7,88.4,1
27.5,89.5,1
33.0,82.9,1
33.0,86.2,1
22.2,75.8,0
23.6,77.0,0
26.8,82.9,0
27.1,77.6,0
32.4,36.2,1
32.3,83.3,1
32.1,72.8,1
32.1,73.3,1
28.6,81.5,1
28.3,82.2,1
30.8,86.0,1
30.8,87.4,1
32.7,85.6,1
32.7,85.9,1
33.2,89.1,1
24.2,80.5,0
31.8,75.2,1
31.8,75.0,1
31.8,75.6,1
28.3,81.3,1
28.6,82.3,1
28.4,82.4,1
30.4,83.9,1
30.4,81.0,1
30.5,83.0,1
32.6,88.5,1
23.6,80.4,0
23.6,76.0,0
23.4,80.6,0
26.6,82.6,0
26.2,80.4,0
32.3,72.2,1
32.4,71.8,1
32.2,72.6,1
28.4,80.8,1
31.3,83.3,1
31.0,80.9,1
32.8,83.2,1
32.7,89.2,1
28.1,80.1,1
28.0,84.9,1
28.1,85.4,1
33.7,69.0,1
33.7,69.9,1
33.9,69.0,1
29.2,84.7,1
29.2,83.1,1
29.1,82.9,1
32.6,84.6,1
32.1,85.6,1
32.1,85.4,1
33.0,84.8,1
33.0,88.1,1
26.7,82.9,1
28.9,49.1,1
29.0,48.5,1
28.7,51.7,1
29.4,47.7,1
28.6,49.5,1
28.2,48.6,0
30.5,83.0,1
31.5,81.3,1
31.7,84.5,1
29.9,79.8,1
28.7,79.8,1
30.4,82.4,1
30.5,85.7,1
30.5,85.5,1
30.4,82.4,1
23.1,80.4,0
23.1,79.5,0
23.3,80.7,0
33.0,58.0,1
32.9,61.6,1
33.6,60.4,1
35.5,55.8,1
30.7,59.9,1
30.2,61.6,1
30.0,31.0,0
29.7,28.0,1
29.8,28.6,1
34.3,61.8,1
34.2,62.6,1
29.6,82.6,1
29.5,82.5,0
29.6,82.4,1
31.0,23.0,1
29.8,88.9,1
28.0,90.2,1
28.2,89.8,1
32.3,77.2,1
32.1,89.4,1
31.9,92.9,1
32.1,77.4,1
31.1,75.6,1
30.8,76.7,1
29.3,87.1,1
29.3,87.3,1
29.3,87.0,1
32.2,78.1,1
32.3,91.1,1
32.0,77.4,1
31.8,77.4,1
31.8,88.2,1
25.2,75.4,0
25.7,78.3,0
27.1,81.7,0
27.2,84.7,0
30.0,83.1,1
29.7,84.1,1
32.8,87.8,1
32.7,81.2,1
32.8,82.9,1
32.6,88.5,1
32.4,86.4,1
32.5,87.5,1
25.3,82.5,0
24.6,78.5,0
26.7,76.8,0
27.1,81.1,0
30.7,78.5,1
31.2,76.5,1
30.8,76.7,1
29.2,86.2,1
29.0,87.2,1
29.0,87.6,1
28.9,88.7,1
31.9,86.6,1
32.3,86.3,1
32.3,86.3,1
24.1,76.8,0
24.1,76.8,0
23.8,80.1,0
23.8,80.1,0
27.7,80.9,0
27.8,83.5,1
27.3,78.2,0
31.6,42.5,0
30.5,42.4,1
26.3,76.3,0
32.2,87.5,1
26.6,82.8,0
32.5,84.3,0
31.7,38.6,0
31.7,34.7,1
27.0,83.3,0
32.3,87.7,1
32.3,82.8,1
30.0,44.2,0
30.6,38.7,1
26.7,76.8,0
32.4,82.2,1
25.6,32.9,1
28.8,79.4,1
30.5,86.1,1
25.7,28.2,1
25.9,27.7,1
28.5,84.1,1
31.3,86.8,1
26.0,29.4,0
25.9,27.8,0
28.6,83.0,1
26.5,33.1,0
26.8,31.9,0
31.5,84.4,0
31.6,83.8,0
31.4,83.5,0
28.5,24.9,0
28.6,24.4,0
30.9,35.8,1
30.8,35.9,1
31.8,83.7,1
32.1,86.5,1
24.7,77.9,0
27.2,83.8,0
31.1,83.6,1
31.8,87.2,1
32.8,85.2,1
31.1,81.2,1
31.9,81.0,1
23.6,74.9,0
27.1,84.6,1
31.3,84.8,1
31.5,84.5,1
32.1,89.4,1
32.7,87.9,1
31.9,91.5,1
22.5,80.3,0
31.7,84.2,1
31.5,80.4,1
32.7,77.5,1
25.7,79.2,0
23.9,77.5,0
23.3,86.5,0
28.9,80.1,0
28.5,82.3,0
27.7,82.2,1
23.5,74.6,0
32.2,84.0,1
31.9,87.2,1
32.5,87.9,1
32.9,86.5,1
33.3,85.0,1
32.6,82.3,0
31.9,85.0,1
22.4,74.8,0
31.5,84.0,1
22.2,74.7,0
22.2,79.9,0
29.1,81.2,1
29.4,78.9,1
32.1,81.2,0
31.9,83.1,0
32.4,84.0,1
30.1,82.8,0
34.3,89.3,1
34.3,88.3,1
34.9,89.9,1
27.5,79.4,0
28.9,86.9,0
27.9,79.3,0
32.3,81.2,1
32.3,81.2,1
32.3,84.0,1
23.4,76.8,0
23.4,76.6,0
23.4,75.1,0
30.5,84.0,1
30.5,84.0,1
30.5,83.2,1
25.5,76.3,0
25.7,78.8,0
26.1,76.9,0
25.8,82.3,0
28.2,80.2,1
26.7,83.0,0
27.5,77.8,1
28.8,79.8,1
28.9,82.0,1
29.4,80.4,1
29.3,84.9,1
29.6,80.8,1
29.2,85.5,1
27.5,81.7,1
27.4,77.9,1
30.6,85.6,1
30.5,81.0,1
30.9,80.0,1
28.2,77.9,0
28.5,80.9,0
32.5,82.6,1
