temperature,humidity,fan_on
23.2,75.3,0
25.9,68.8,0
26.5,97.9,0
29.3,79.9,1
27.1,74.6,0
22.0,64.7,0
25.1,68.6,0
29.0,55.0,0
29.1,79.1,1
30.0,78.1,1
22.0,81.9,1
22.7,76.7,0
24.6,80.1,0
27.5,87.6,1
26.3,58.3,0
30.5,92.6,1
23.9,79.2,0
25.8,66.0,0
22.0,76.2,0
36.6,66.6,1
32.4,67.0,1
28.1,64.0,1
31.5,90.7,1
24.0,70.7,1
29.0,61.8,1
27.7,67.9,0
34.6,67.8,1
33.9,53.4,1
33.1,71.6,1
23.8,68.1,0
27.2,75.2,1
33.8,59.5,1
24.7,72.4,0
27.0,77.4,0
22.0,90.4,0
32.8,65.3,1
31.8,69.8,1
22.0,86.5,0
31.4,66.3,1
27.0,56.7,0
31.1,77.4,1
22.0,85.6,0
25.9,74.7,0
22.0,68.4,0
32.4,69.9,0
25.6,70.6,0
30.9,73.7,1
35.4,83.2,0
23.3,73.3,0
28.7,76.9,1
28.9,98.0,1
28.4,76.6,1
31.5,75.8,1
33.5,74.8,1
27.5,61.3,0
22.4,70.7,0
35.2,71.8,1
31.4,54.8,1
24.5,82.3,0
23.4,90.4,0
28.5,67.2,0
32.2,76.4,1
26.9,86.2,0
22.6,82.2,0
22.7,74.0,0
25.0,75.6,0
37.7,64.9,1
24.9,76.4,0
31.0,79.5,1
36.1,85.0,1
34.4,64.5,1
34.6,69.8,1
30.9,78.3,1
22.2,94.1,0
27.9,82.5,1
30.3,64.3,1
30.9,98.0,1
22.1,61.7,0
25.4,72.9,0
23.0,83.2,0
23.7,65.9,0
26.1,77.4,1
24.1,78.3,0
31.2,63.1,1
31.4,69.0,1
27.7,79.2,1
36.7,63.4,1
31.0,55.7,1
22.0,86.5,0
22.0,75.1,0
32.5,54.6,1
22.0,89.1,0
27.5,84.5,1
22.8,71.3,0
25.5,78.2,0
24.1,66.5,0
24.2,62.9,0
36.9,70.3,1
35.0,62.4,1
29.7,66.9,0
23.1,93.5,0
28.9,66.4,0
25.5,73.2,0
23.8,80.3,0
23.5,83.9,0
32.8,71.0,1
27.9,79.3,1
27.0,75.0,1
29.6,70.2,1
29.7,66.2,0
30.4,56.7,1
26.8,93.8,0
33.4,86.2,1
31.2,89.7,1
32.3,63.4,1
35.5,62.8,1
27.1,80.5,1
22.0,71.8,0
27.7,67.4,0
22.6,98.0,0
27.3,62.4,0
23.9,76.7,0
32.8,57.9,1
22.0,65.3,0
35.4,75.8,1
29.0,75.8,1
23.3,93.8,0
24.2,91.8,0
22.7,67.8,0
24.0,95.4,0
25.7,59.3,0
34.3,62.9,1
24.7,78.6,0
22.2,57.6,0
37.4,75.0,1
24.1,94.7,0
30.1,78.5,1
22.0,81.5,0
22.0,90.1,1
28.1,68.6,0
25.8,72.2,0
23.3,79.4,0
25.2,78.0,0
22.0,69.2,0
22.0,98.0,1
35.5,60.0,1
28.2,72.8,1
31.3,66.6,1
31.1,52.4,1
33.1,94.3,1
33.8,59.1,1
32.5,80.8,1
29.5,67.6,1
28.5,72.0,0
28.7,57.8,1
35.5,77.8,1
25.5,84.1,0
29.9,48.4,0
22.0,75.2,0
22.0,77.3,0
34.3,76.8,1
22.0,59.0,1
27.5,74.8,0
22.0,65.8,0
22.0,74.2,0
32.2,70.4,1
22.0,78.2,0
28.1,86.2,1
22.0,95.1,0
22.0,73.0,0
28.4,69.4,0
31.2,89.6,0
26.8,82.6,0
34.2,45.0,1
33.5,70.9,1
22.0,84.9,0
31.5,56.8,1
25.9,74.2,0
27.8,49.7,0
25.9,77.0,0
32.1,68.3,1
26.3,60.5,0
24.4,64.6,0
29.6,55.9,0
30.4,73.4,1
24.1,75.7,0
26.7,74.0,0
22.0,74.4,0
26.9,82.6,1
33.8,80.4,1
28.7,89.0,1
26.2,98.0,0
23.3,78.6,0
27.6,60.9,0
27.5,98.0,1
31.1,64.2,1
29.4,79.1,1
35.0,60.4,1
29.8,78.8,1
22.0,84.2,0
22.6,54.2,0
22.8,89.9,0
28.0,72.1,1
30.4,80.4,1
28.1,85.2,1
27.2,66.8,0
31.4,76.9,1
31.1,80.5,1
22.0,61.4,0
24.7,89.5,0
26.2,82.0,0
31.1,69.0,1
35.6,88.0,1
22.0,69.0,0
23.4,97.5,0
22.0,78.3,0
28.2,68.2,1
24.0,63.5,0
22.0,67.4,0
28.2,63.6,1
29.9,85.9,1
25.5,89.6,0
24.6,85.8,0
22.6,80.6,0
26.2,95.7,1
22.0,98.0,0
30.4,89.5,1
30.4,62.1,1
28.2,87.7,1
24.4,82.1,0
22.0,96.5,0
22.0,82.0,0
27.8,76.9,1
22.0,77.0,0
31.1,85.3,1
26.8,59.1,0
26.5,75.6,0
26.7,80.0,0
29.0,64.4,1
22.7,70.5,0
22.7,82.3,0
32.1,85.4,1
22.2,79.4,0
30.6,77.0,1
27.6,77.1,1
29.5,92.8,1
22.0,71.8,0
22.0,70.2,1
31.3,65.2,1
22.0,72.9,1
31.7,69.6,1
27.6,48.9,0
27.5,81.0,1
25.7,67.7,0
30.6,61.6,0
25.2,82.2,1
25.4,68.0,0
29.5,78.1,1
26.0,58.0,0
29.7,67.9,0
28.2,72.4,0
28.5,66.2,1
31.2,71.0,1
27.1,68.5,0
25.0,98.0,0
36.0,70.6,0
27.3,81.1,1
25.0,97.0,0
33.7,71.8,1
22.0,98.0,0
23.7,70.7,0
28.7,70.5,0
32.6,59.0,1
27.8,79.0,1
29.5,65.3,1
35.0,68.7,1
22.1,84.1,0
32.9,69.1,1
26.7,64.5,0
25.5,69.0,0
30.5,89.1,1
31.5,56.5,1
31.3,81.7,0
22.0,74.1,0
26.3,78.0,0
35.1,69.2,1
27.8,66.9,0
29.8,66.7,1
22.0,66.1,0
35.8,69.1,1
24.0,64.5,0
32.4,61.7,1
25.1,74.4,0
33.2,53.9,1
27.2,80.6,1
22.0,97.2,1
28.0,77.6,1
27.5,81.0,1
31.2,69.9,1
29.5,85.9,1
22.0,78.0,0
25.6,91.4,1
29.6,71.3,0
25.4,88.0,0
35.0,77.4,1
35.8,87.6,0
30.5,66.6,1
33.9,55.0,1
22.0,78.2,0
35.2,86.1,1
25.1,88.0,0
33.1,57.0,1
23.8,71.0,0
37.0,70.3,1
32.7,78.7,1
25.0,54.1,0
33.2,72.4,1
29.7,77.7,1
26.9,91.6,1
31.3,78.8,1
22.0,74.1,0
34.1,75.9,0
32.8,66.6,1
31.0,80.2,1
32.3,92.1,1
29.0,69.4,0
23.8,74.7,0
29.1,69.3,0
31.8,70.0,1
31.3,59.8,1
34.6,78.0,0
33.1,64.1,1
24.3,76.7,0
36.3,79.6,1
25.2,66.5,0
26.5,66.5,0
27.1,84.0,1
33.9,67.7,1
22.0,81.2,0
25.7,57.0,0
22.0,85.1,0
26.7,83.6,0
31.5,84.6,1
24.3,84.9,0
35.0,64.6,1
35.1,60.5,1
22.3,78.3,0
35.3,47.5,1
27.7,81.7,1
24.6,74.8,0
22.0,76.1,0
28.1,62.4,1
28.6,65.9,0
23.1,70.2,0
26.6,59.0,0
32.0,67.4,1
23.3,80.4,0
32.0,60.3,1
29.1,87.7,1
27.4,72.9,0
28.0,59.9,0
32.5,65.5,1
25.4,58.5,0
26.7,84.7,0
23.3,77.0,0
24.7,76.5,0
30.3,63.4,1
33.7,58.2,1
24.7,89.9,0
32.4,57.5,1
30.7,78.3,1
22.0,77.4,0
30.0,58.1,1
24.8,72.5,0
25.3,79.9,0
26.1,77.3,0
33.2,83.0,1
27.8,82.1,1
23.3,82.0,0
25.4,75.2,0
30.4,81.3,1
31.4,74.2,1
28.4,69.0,0
22.0,79.9,0
23.6,77.6,0
33.7,77.6,1
29.1,72.2,1
29.3,63.8,0
31.0,66.6,1
32.0,86.6,1
34.7,82.2,1
26.5,77.7,0
30.9,75.4,1
24.5,69.1,0
26.4,71.8,0
29.2,72.9,1
26.4,72.2,1
34.5,79.6,1
25.5,87.7,0
24.3,81.4,0
31.4,86.2,0
27.6,81.8,1
33.6,66.4,1
31.5,64.8,1
27.5,90.3,1
31.1,72.0,1
25.7,80.2,0
28.8,59.9,1
27.9,70.5,0
22.1,85.5,1
35.2,73.4,1
29.3,58.2,0
25.6,77.0,0
28.7,52.9,1
31.9,65.4,1
32.6,57.7,1
28.8,89.0,1
32.1,67.2,1
24.2,78.8,0
26.2,82.3,0
27.3,74.9,1
23.9,76.3,0
34.1,50.9,1
27.5,85.7,1
34.3,74.5,1
32.8,66.9,1
30.9,84.4,1
29.7,68.9,0
23.1,73.1,0
27.2,58.5,0
29.0,67.4,1
28.7,97.6,1
28.8,70.4,1
25.6,73.7,0
27.5,82.2,1
34.8,72.9,1
26.6,98.0,0
28.0,85.9,1
26.0,69.7,0
25.9,96.6,0
31.4,64.2,1
28.8,68.3,1
22.0,50.6,0
28.9,97.6,0
24.7,75.5,0
34.3,76.7,1
27.9,77.3,1
27.4,72.6,0
32.9,63.5,1
24.2,84.4,0
28.7,72.8,1
27.7,68.9,0
35.5,82.0,1
29.1,75.0,1
22.0,61.8,0
23.1,94.9,0
27.4,62.5,0
32.6,70.5,1
22.0,77.3,0
33.2,65.6,1
33.2,71.8,1
27.6,78.3,1
22.0,84.8,0
26.0,68.8,1
27.8,79.9,1
25.8,88.0,0
32.3,71.9,1
22.0,75.5,0
26.4,86.3,1
28.9,74.8,0
26.6,63.8,0
